305,57.45,57.40,.50,5.45,.55,0.38
306,57.45,56.90,.50,5.35,.61,0.38
307,57.45,57.40,.50,5.39,.60,0.38
308,57.45,57.40,.50,5.40,.59,0.38
309,57.93,57.40,.50,5.33,.66,0.38
310,56.96,56.40,.50,5.39,.60,0.38
311,56.47,57.90,.50,5.40,.59,0.38
312,56.47,57.40,.50,5.36,.64,0.38
313,57.45,56.40,.49,5.34,.65,0.38
314,57.93,56.90,.50,5.41,.58,0.38
315,57.45,57.40,.50,5.35,.64,0.38
316,56.47,57.40,.50,5.36,.63,0.38
317,57.45,56.40,.50,5.34,.62,0.38
318,57.45,56.90,.50,5.32,.67,0.38
319,57.45,57.40,.50,5.35,.64,0.38
320,57.93,57.40,.50,5.32,.67,0.38
321,57.45,57.40,.50,5.38,.61,0.38
322,56.47,56.90,.50,5.34,.65,0.38
323,57.93,57.40,.50,5.34,.65,0.38
324,57.93,56.40,.50,5.41,.56,0.38
325,57.45,56.40,.49,5.42,.57,0.38
326,55.99,55.50,.50,5.46,.53,0.38
327,56.47,56.40,.50,5.44,.55,0.38
328,56.96,56.40,.50,5.40,.59,0.38
329,56.47,57.40,.50,5.37,.62,0.38
330,57.45,57.40,.50,5.36,.63,0.38
331,57.45,56.90,.50,5.42,.57,0.38
332,57.45,56.90,.50,5.38,.61,0.38
333,57.93,56.90,.49,5.39,.57,0.38
334,57.45,57.40,.50,5.41,.57,0.38
335,56.96,57.40,.49,5.42,.56,0.38
336,56.96,56.90,.50,5.34,.64,0.38
337,57.93,57.40,.50,5.44,.55,0.38
338,58.42,57.90,.50,5.40,.59,0.38
339,56.96,56.40,.50,5.45,.54,0.38
340,57.45,56.40,.50,5.40,.59,0.38
341,58.42,57.40,.50,5.34,.64,0.38
342,57.45,57.90,.50,5.41,.58,0.38
343,57.93,57.90,.50,5.39,.60,0.38
344,57.45,56.00,.50,5.39,.60,0.39
345,58.42,57.40,.50,5.40,.58,0.39
346,56.96,57.90,.50,5.39,.59,0.39
347,57.45,57.40,.50,5.38,.61,0.39
348,57.45,57.40,.50,5.34,.65,0.39
349,57.93,57.90,.50,5.39,.59,0.39
350,57.93,57.90,.49,5.43,.55,0.39
351,56.96,57.40,.50,5.36,.63,0.39
352,56.47,57.40,.49,5.42,.57,0.39
353,56.96,57.90,.50,5.36,.62,0.39
354,57.45,57.90,.50,5.39,.60,0.39
355,57.93,58.40,.50,5.38,.60,0.39
356,57.45,57.90,.49,5.39,.60,0.39
357,56.96,57.40,.50,5.35,.64,0.39
358,58.42,56.90,.50,5.36,.62,0.39
359,57.45,57.90,.50,5.37,.61,0.39
360,58.42,58.40,.49,5.37,.62,0.4
361,57.45,58.40,.50,5.34,.64,0.4
362,57.45,57.40,.49,5.40,.58,0.4
363,57.45,57.40,.50,5.44,.55,0.4
364,57.45,58.90,.50,5.41,.57,0.4
365,57.93,57.40,.49,5.38,.60,0.4
366,57.93,58.40,.50,5.38,.60,0.4
367,57.93,57.90,.50,5.41,.58,0.4
368,57.93,56.90,.49,5.44,.55,0.4
369,57.93,57.90,.50,5.36,.59,0.4
370,57.93,56.40,.50,5.35,.63,0.4
371,58.42,57.40,.50,5.38,.60,0.4
372,58.42,57.40,.50,5.34,.64,0.4
373,58.42,58.90,.50,5.39,.59,0.4
374,57.45,57.90,.50,5.39,.59,0.4
375,58.42,56.40,.50,5.34,.64,0.4
376,57.45,58.40,.50,5.36,.62,0.4
377,57.93,58.40,.50,5.37,.61,0.4
378,57.45,58.40,.50,5.34,.65,0.4
379,57.45,57.90,.50,5.33,.65,0.4
380,56.96,58.40,.50,5.36,.62,0.4
381,57.93,57.90,.50,5.34,.64,0.4
382,57.93,57.90,.49,5.39,.55,0.4
383,58.42,58.90,.50,5.36,.59,0.4
384,57.93,56.90,.50,5.42,.56,0.4
385,57.93,57.90,.50,5.37,.58,0.41
386,58.91,57.40,.50,5.40,.58,0.41
387,57.93,56.90,.50,5.42,.55,0.41
388,58.42,59.40,.50,5.39,.59,0.41
389,58.42,57.90,.50,5.36,.62,0.41
390,58.91,57.90,.50,5.44,.54,0.41
391,56.96,58.90,.50,5.41,.53,0.41
392,57.45,57.90,.50,5.39,.59,0.41
393,57.45,58.90,.49,5.41,.56,0.41
394,57.45,58.40,.50,5.38,.60,0.41
395,57.45,57.40,.50,5.45,.53,0.41
396,58.91,56.90,.50,5.38,.59,0.41
397,58.91,57.40,.49,5.40,.57,0.41
398,58.42,58.40,.50,5.37,.60,0.41
399,58.42,57.90,.50,5.40,.57,0.41
400,57.45,58.40,.49,5.44,.52,0.41
401,57.45,57.40,.50,5.38,.58,0.41
402,58.42,57.90,.50,5.43,.54,0.41
403,58.42,58.40,.50,5.38,.60,0.41
404,57.45,57.90,.49,5.42,.56,0.41
405,58.42,58.40,.49,5.36,.62,0.41
406,57.93,57.90,.50,5.35,.62,0.41
407,58.42,57.90,.50,5.37,.61,0.41
408,58.91,57.40,.50,5.36,.61,0.41
409,57.45,57.90,.50,5.43,.55,0.41
410,58.91,57.90,.50,5.36,.61,0.41
411,58.42,57.40,.49,5.42,.55,0.41
412,59.88,58.40,.50,5.45,.52,0.41
413,58.42,59.40,.50,5.41,.55,0.41
414,56.96,58.40,.49,5.38,.59,0.41
415,58.42,58.40,.50,5.35,.62,0.41
416,58.42,57.90,.50,5.34,.63,0.41
417,58.91,57.90,.50,5.36,.61,0.41
418,59.40,58.40,.50,5.43,.54,0.41
419,59.40,58.90,.49,5.41,.56,0.41
420,57.93,58.90,.50,5.41,.57,0.41
421,58.42,58.90,.50,5.35,.62,0.41
422,57.93,58.40,.50,5.33,.62,0.41
423,59.40,59.40,.50,5.29,.68,0.41
424,58.42,58.90,.50,5.32,.65,0.41
425,58.91,58.40,.50,5.32,.65,0.41
426,58.42,58.90,.50,5.33,.64,0.42
427,58.42,58.40,.50,5.36,.61,0.42
428,57.45,57.90,.50,5.32,.65,0.42
429,57.93,59.90,.50,5.31,.66,0.42
430,57.93,57.40,.49,5.43,.55,0.42
431,57.45,58.90,.50,5.35,.62,0.42
432,56.96,57.90,.50,5.36,.61,0.42
433,59.88,58.40,.50,5.35,.62,0.42
434,58.42,58.90,.50,5.34,.63,0.42
435,59.40,59.40,.50,5.32,.64,0.42
436,58.91,58.90,.50,5.28,.69,0.42
437,58.91,58.40,.50,5.32,.64,0.42
438,59.40,58.40,.50,5.28,.69,0.42
439,58.91,58.90,.50,5.40,.57,0.42
440,58.42,58.90,.50,5.40,.56,0.42
441,58.91,59.40,.50,5.40,.56,0.42
442,57.93,58.40,.50,5.33,.60,0.42
443,58.42,58.90,.50,5.35,.62,0.42
444,59.40,59.40,.50,5.34,.63,0.42
445,59.88,58.90,.50,5.39,.58,0.42
446,57.93,59.40,.50,5.39,.58,0.42
447,58.42,59.90,.50,5.38,.59,0.42
448,57.93,57.90,.50,5.45,.52,0.42
449,57.93,59.90,.50,5.38,.59,0.42
450,58.91,59.40,.50,5.40,.54,0.42
451,58.91,58.90,.49,5.34,.60,0.42
452,57.93,59.40,.50,5.33,.61,0.42
453,58.42,59.40,.50,5.38,.59,0.42
454,58.42,57.90,.50,5.31,.65,0.42
455,59.88,59.90,.50,5.36,.61,0.42
456,57.93,58.90,.50,5.40,.57,0.42
457,58.42,58.90,.50,5.38,.59,0.42
458,58.42,59.40,.49,5.41,.55,0.42
459,58.91,59.90,.50,5.33,.63,0.42
460,58.91,59.90,.50,5.33,.63,0.42
461,57.93,57.90,.50,5.36,.61,0.42
462,59.40,58.40,.50,5.38,.56,0.42
463,58.42,58.90,.50,5.40,.56,0.42
464,59.88,58.40,.50,5.41,.55,0.42
465,58.42,59.40,.50,5.35,.61,0.42
466,59.40,58.40,.50,5.38,.58,0.42
467,58.42,57.90,.50,5.39,.57,0.42
468,58.91,58.90,.50,5.34,.62,0.43
469,58.42,58.90,.50,5.35,.61,0.43
470,58.42,58.40,.50,5.38,.59,0.43
471,58.42,59.40,.50,5.33,.64,0.43
472,58.91,58.40,.49,5.40,.56,0.43
473,58.91,59.90,.50,5.39,.57,0.43
474,57.93,58.40,.50,5.39,.58,0.43
475,58.91,57.90,.50,5.34,.62,0.43
476,59.40,58.40,.50,5.43,.54,0.43
477,59.40,58.90,.49,5.40,.56,0.43
478,58.42,58.90,.50,5.39,.57,0.43
479,58.42,58.90,.50,5.40,.56,0.43
480,59.40,58.90,.50,5.40,.55,0.43
481,57.45,58.90,.49,5.36,.57,0.43
482,58.42,58.90,.50,5.34,.62,0.43
483,58.91,59.40,.50,5.29,.67,0.43
484,58.91,59.40,.50,5.31,.64,0.43
485,58.91,59.40,.50,5.30,.66,0.43
486,58.91,57.90,.50,5.33,.62,0.43
487,58.42,59.90,.49,5.39,.57,0.43
488,58.91,59.90,.50,5.39,.57,0.43
489,58.42,58.90,.49,5.41,.55,0.43
490,59.40,57.90,.50,5.36,.60,0.43
491,58.91,58.40,.50,5.42,.54,0.43
492,58.91,58.40,.50,5.37,.59,0.43
493,57.93,59.40,.50,5.34,.62,0.43
494,58.91,58.90,.50,5.30,.66,0.43
495,59.40,57.90,.50,5.29,.66,0.43
496,58.42,59.40,.50,5.36,.60,0.43
497,58.42,58.90,.50,5.36,.59,0.43
498,58.91,57.90,.50,5.41,.55,0.43
499,58.91,58.40,.50,5.39,.57,0.43
500,58.91,57.40,.50,5.31,.64,0.43
501,58.42,58.40,.50,5.37,.59,0.43
502,58.91,58.40,.50,5.33,.60,0.43
503,59.40,58.90,.49,5.36,.60,0.43
504,59.40,58.90,.49,5.40,.56,0.43
505,59.40,59.40,.50,5.33,.63,0.43
506,58.91,59.40,.50,5.40,.56,0.43
507,59.40,59.40,.50,5.37,.58,0.43
508,57.93,59.90,.50,5.34,.56,0.43
509,58.91,59.40,.50,5.35,.60,0.43
510,58.91,58.40,.50,5.39,.56,0.44
511,58.91,58.90,.50,5.40,.55,0.44
512,59.40,58.90,.50,5.40,.55,0.44
513,59.40,58.40,.49,5.39,.56,0.44
514,58.91,58.90,.50,5.32,.64,0.44
515,58.42,58.40,.50,5.34,.61,0.44
516,57.93,59.40,.50,5.32,.63,0.44
517,58.91,57.40,.50,5.37,.58,0.44
518,58.42,58.90,.50,5.36,.59,0.44
519,59.40,59.40,.50,5.39,.56,0.44
520,59.40,59.40,.50,5.35,.60,0.44
521,59.40,59.40,.50,5.38,.57,0.44
522,58.91,59.40,.50,5.41,.55,0.44
523,60.37,59.90,.50,5.41,.54,0.44
524,60.37,59.40,.50,5.36,.60,0.44
525,58.91,59.90,.50,5.43,.52,0.44
526,58.91,58.90,.50,5.39,.56,0.44
527,58.91,59.90,.50,5.37,.58,0.44
528,59.88,59.40,.50,5.36,.59,0.44
529,60.37,59.90,.50,5.42,.53,0.44
530,58.91,59.90,.50,5.40,.53,0.44
531,59.40,58.90,.50,5.40,.54,0.44
532,58.91,58.90,.50,5.36,.59,0.44
533,58.42,58.90,.49,5.36,.57,0.44
534,59.40,58.90,.50,5.41,.55,0.44
535,58.91,59.40,.49,5.38,.58,0.44
536,59.40,59.90,.50,5.36,.59,0.44
537,59.88,58.40,.50,5.36,.59,0.44
538,59.88,59.90,.49,5.33,.62,0.44
539,59.40,59.40,.50,5.35,.59,0.44
540,58.91,58.40,.50,5.41,.54,0.44
541,60.86,58.90,.50,5.40,.53,0.44
542,59.40,59.40,.49,5.40,.55,0.44
543,59.40,59.90,.50,5.37,.58,0.44
544,58.91,58.90,.50,5.41,.54,0.44
